"FileName","BaseName","FullPath","LowerFileName","LowerBaseName"
"PHASE2_STEP2_frontend_api_unification_FULL.ps1","PHASE2_STEP2_frontend_api_unification_FULL","C:\Projects\MindLab_Starter_Project\PHASE2_STEP2_frontend_api_unification_FULL.ps1","phase2_step2_frontend_api_unification_full.ps1","phase2_step2_frontend_api_unification_full"
"PHASE2_STEP2_frontend_api_unification_FULL_v2.ps1","PHASE2_STEP2_frontend_api_unification_FULL_v2","C:\Projects\MindLab_Starter_Project\PHASE2_STEP2_frontend_api_unification_FULL_v2.ps1","phase2_step2_frontend_api_unification_full_v2.ps1","phase2_step2_frontend_api_unification_full_v2"
"PHASE2_STEP2_frontend_api_unification_FULL_v3.ps1","PHASE2_STEP2_frontend_api_unification_FULL_v3","C:\Projects\MindLab_Starter_Project\PHASE2_STEP2_frontend_api_unification_FULL_v3.ps1","phase2_step2_frontend_api_unification_full_v3.ps1","phase2_step2_frontend_api_unification_full_v3"
"PHASE2_STEP2_frontend_api_unification_FULL_v4.ps1","PHASE2_STEP2_frontend_api_unification_FULL_v4","C:\Projects\MindLab_Starter_Project\PHASE2_STEP2_frontend_api_unification_FULL_v4.ps1","phase2_step2_frontend_api_unification_full_v4.ps1","phase2_step2_frontend_api_unification_full_v4"
"PHASE2_STEP2_frontend_api_unification_FULL_v5.ps1","PHASE2_STEP2_frontend_api_unification_FULL_v5","C:\Projects\MindLab_Starter_Project\PHASE2_STEP2_frontend_api_unification_FULL_v5.ps1","phase2_step2_frontend_api_unification_full_v5.ps1","phase2_step2_frontend_api_unification_full_v5"
"PHASE2_STEP2_frontend_api_unification_FULL_v6.ps1","PHASE2_STEP2_frontend_api_unification_FULL_v6","C:\Projects\MindLab_Starter_Project\PHASE2_STEP2_frontend_api_unification_FULL_v6.ps1","phase2_step2_frontend_api_unification_full_v6.ps1","phase2_step2_frontend_api_unification_full_v6"
"PHASE2_STEP2_frontend_api_unification_V7_SAFE.ps1","PHASE2_STEP2_frontend_api_unification_V7_SAFE","C:\Projects\MindLab_Starter_Project\PHASE2_STEP2_frontend_api_unification_V7_SAFE.ps1","phase2_step2_frontend_api_unification_v7_safe.ps1","phase2_step2_frontend_api_unification_v7_safe"
"PHASE2_STEP3A_fix_api_base_no_hardcode_FULL.ps1","PHASE2_STEP3A_fix_api_base_no_hardcode_FULL","C:\Projects\MindLab_Starter_Project\PHASE2_STEP3A_fix_api_base_no_hardcode_FULL.ps1","phase2_step3a_fix_api_base_no_hardcode_full.ps1","phase2_step3a_fix_api_base_no_hardcode_full"
"PHASE2_STEP3A_fix_api_base_require_env_FULL.ps1","PHASE2_STEP3A_fix_api_base_require_env_FULL","C:\Projects\MindLab_Starter_Project\PHASE2_STEP3A_fix_api_base_require_env_FULL.ps1","phase2_step3a_fix_api_base_require_env_full.ps1","phase2_step3a_fix_api_base_require_env_full"
"PHASE2_STEP3B_frontend_no_hardcoded_urls_GUARD_FULL.ps1","PHASE2_STEP3B_frontend_no_hardcoded_urls_GUARD_FULL","C:\Projects\MindLab_Starter_Project\PHASE2_STEP3B_frontend_no_hardcoded_urls_GUARD_FULL.ps1","phase2_step3b_frontend_no_hardcoded_urls_guard_full.ps1","phase2_step3b_frontend_no_hardcoded_urls_guard_full"
"PHASE2_STEP3_frontend_no_hardcoded_urls_GUARD.ps1","PHASE2_STEP3_frontend_no_hardcoded_urls_GUARD","C:\Projects\MindLab_Starter_Project\PHASE2_STEP3_frontend_no_hardcoded_urls_GUARD.ps1","phase2_step3_frontend_no_hardcoded_urls_guard.ps1","phase2_step3_frontend_no_hardcoded_urls_guard"
"phase_1_2C_create_baseline_snapshot.ps1","phase_1_2C_create_baseline_snapshot","C:\Projects\MindLab_Starter_Project\phase_1_2C_create_baseline_snapshot.ps1","phase_1_2c_create_baseline_snapshot.ps1","phase_1_2c_create_baseline_snapshot"
"phase_2_1C_fix_backend_tests.ps1","phase_2_1C_fix_backend_tests","C:\Projects\MindLab_Starter_Project\phase_2_1C_fix_backend_tests.ps1","phase_2_1c_fix_backend_tests.ps1","phase_2_1c_fix_backend_tests"
"phase_2_1D_fix_puzzles_json.ps1","phase_2_1D_fix_puzzles_json","C:\Projects\MindLab_Starter_Project\phase_2_1D_fix_puzzles_json.ps1","phase_2_1d_fix_puzzles_json.ps1","phase_2_1d_fix_puzzles_json"
"phase_2_1D_fix_puzzles_json_CLEAN.ps1","phase_2_1D_fix_puzzles_json_CLEAN","C:\Projects\MindLab_Starter_Project\phase_2_1D_fix_puzzles_json_CLEAN.ps1","phase_2_1d_fix_puzzles_json_clean.ps1","phase_2_1d_fix_puzzles_json_clean"
"phase_2_1D_fix_puzzles_json_CLEAN_v2.ps1","phase_2_1D_fix_puzzles_json_CLEAN_v2","C:\Projects\MindLab_Starter_Project\phase_2_1D_fix_puzzles_json_CLEAN_v2.ps1","phase_2_1d_fix_puzzles_json_clean_v2.ps1","phase_2_1d_fix_puzzles_json_clean_v2"
"phase_2_1D_patch_parse_issue.ps1","phase_2_1D_patch_parse_issue","C:\Projects\MindLab_Starter_Project\phase_2_1D_patch_parse_issue.ps1","phase_2_1d_patch_parse_issue.ps1","phase_2_1d_patch_parse_issue"
"phase_2_1D_patch_parse_issue_v2.ps1","phase_2_1D_patch_parse_issue_v2","C:\Projects\MindLab_Starter_Project\phase_2_1D_patch_parse_issue_v2.ps1","phase_2_1d_patch_parse_issue_v2.ps1","phase_2_1d_patch_parse_issue_v2"
"phase_2_1_add_backend_tests.ps1","phase_2_1_add_backend_tests","C:\Projects\MindLab_Starter_Project\phase_2_1_add_backend_tests.ps1","phase_2_1_add_backend_tests.ps1","phase_2_1_add_backend_tests"
"phase_2_1_fix_backend_tests.ps1","phase_2_1_fix_backend_tests","C:\Projects\MindLab_Starter_Project\phase_2_1_fix_backend_tests.ps1","phase_2_1_fix_backend_tests.ps1","phase_2_1_fix_backend_tests"
"phase_2_2A_add_frontend_tests.ps1","phase_2_2A_add_frontend_tests","C:\Projects\MindLab_Starter_Project\phase_2_2A_add_frontend_tests.ps1","phase_2_2a_add_frontend_tests.ps1","phase_2_2a_add_frontend_tests"
"phase_2_2B_fix_frontend_unit_tests.ps1","phase_2_2B_fix_frontend_unit_tests","C:\Projects\MindLab_Starter_Project\phase_2_2B_fix_frontend_unit_tests.ps1","phase_2_2b_fix_frontend_unit_tests.ps1","phase_2_2b_fix_frontend_unit_tests"
"phase_2_2C_setup_playwright_e2e.ps1","phase_2_2C_setup_playwright_e2e","C:\Projects\MindLab_Starter_Project\phase_2_2C_setup_playwright_e2e.ps1","phase_2_2c_setup_playwright_e2e.ps1","phase_2_2c_setup_playwright_e2e"
"phase_2_2D_add_prod_playwright_runner.ps1","phase_2_2D_add_prod_playwright_runner","C:\Projects\MindLab_Starter_Project\phase_2_2D_add_prod_playwright_runner.ps1","phase_2_2d_add_prod_playwright_runner.ps1","phase_2_2d_add_prod_playwright_runner"
"phase_2_2E_one_command_fullcheck.ps1","phase_2_2E_one_command_fullcheck","C:\Projects\MindLab_Starter_Project\phase_2_2E_one_command_fullcheck.ps1","phase_2_2e_one_command_fullcheck.ps1","phase_2_2e_one_command_fullcheck"
"phase_2_2G_ci_guardrails.ps1","phase_2_2G_ci_guardrails","C:\Projects\MindLab_Starter_Project\phase_2_2G_ci_guardrails.ps1","phase_2_2g_ci_guardrails.ps1","phase_2_2g_ci_guardrails"
"phase_3_1_add_health_endpoint.ps1","phase_3_1_add_health_endpoint","C:\Projects\MindLab_Starter_Project\phase_3_1_add_health_endpoint.ps1","phase_3_1_add_health_endpoint.ps1","phase_3_1_add_health_endpoint"
"PHASE_4D_create_contract_docs.ps1.bak_20251225_141314","PHASE_4D_create_contract_docs.ps1","C:\Projects\MindLab_Starter_Project\PHASE_4D_create_contract_docs.ps1.bak_20251225_141314","phase_4d_create_contract_docs.ps1.bak_20251225_141314","phase_4d_create_contract_docs.ps1"
"PHASE_5A_extend_puzzles_backend.ps1","PHASE_5A_extend_puzzles_backend","C:\Projects\MindLab_Starter_Project\PHASE_5A_extend_puzzles_backend.ps1","phase_5a_extend_puzzles_backend.ps1","phase_5a_extend_puzzles_backend"
"PHASE_5A_extend_puzzles_json.ps1","PHASE_5A_extend_puzzles_json","C:\Projects\MindLab_Starter_Project\PHASE_5A_extend_puzzles_json.ps1","phase_5a_extend_puzzles_json.ps1","phase_5a_extend_puzzles_json"
"PHASE_5B_extend_puzzles_list.ps1","PHASE_5B_extend_puzzles_list","C:\Projects\MindLab_Starter_Project\PHASE_5B_extend_puzzles_list.ps1","phase_5b_extend_puzzles_list.ps1","phase_5b_extend_puzzles_list"
"PHASE_5_DAY_START.ps1","PHASE_5_DAY_START","C:\Projects\MindLab_Starter_Project\PHASE_5_DAY_START.ps1","phase_5_day_start.ps1","phase_5_day_start"
"prod_full_check.ps1","prod_full_check","C:\Projects\MindLab_Starter_Project\prod_full_check.ps1","prod_full_check.ps1","prod_full_check"
"prod_sanity.ps1","prod_sanity","C:\Projects\MindLab_Starter_Project\prod_sanity.ps1","prod_sanity.ps1","prod_sanity"
"prod_sanity_local.log","prod_sanity_local","C:\Projects\MindLab_Starter_Project\prod_sanity_local.log","prod_sanity_local.log","prod_sanity_local"
"prod_sanity_prod.log","prod_sanity_prod","C:\Projects\MindLab_Starter_Project\prod_sanity_prod.log","prod_sanity_prod.log","prod_sanity_prod"
"qa_helpers.ps1","qa_helpers","C:\Projects\MindLab_Starter_Project\qa_helpers.ps1","qa_helpers.ps1","qa_helpers"
"QUARANTINE_01_server_duplicates.ps1","QUARANTINE_01_server_duplicates","C:\Projects\MindLab_Starter_Project\QUARANTINE_01_server_duplicates.ps1","quarantine_01_server_duplicates.ps1","quarantine_01_server_duplicates"
"README.md","README","C:\Projects\MindLab_Starter_Project\README.md","readme.md","readme"
"README_MindLab_Scripts.md","README_MindLab_Scripts","C:\Projects\MindLab_Starter_Project\README_MindLab_Scripts.md","readme_mindlab_scripts.md","readme_mindlab_scripts"
"RESET_01_restart_clean.ps1","RESET_01_restart_clean","C:\Projects\MindLab_Starter_Project\RESET_01_restart_clean.ps1","reset_01_restart_clean.ps1","reset_01_restart_clean"
"restart_backend_only.ps1","restart_backend_only","C:\Projects\MindLab_Starter_Project\restart_backend_only.ps1","restart_backend_only.ps1","restart_backend_only"
"restart_frontend_only.ps1","restart_frontend_only","C:\Projects\MindLab_Starter_Project\restart_frontend_only.ps1","restart_frontend_only.ps1","restart_frontend_only"
"run_all.ps1","run_all","C:\Projects\MindLab_Starter_Project\run_all.ps1","run_all.ps1","run_all"
"run_all.ps1 - Errors encounter_12.03.3025.docx","run_all.ps1 - Errors encounter_12.03.3025","C:\Projects\MindLab_Starter_Project\run_all.ps1 - Errors encounter_12.03.3025.docx","run_all.ps1 - errors encounter_12.03.3025.docx","run_all.ps1 - errors encounter_12.03.3025"
"run_all.ps1.before_MyInvocationFix_20251130_110232","run_all.ps1","C:\Projects\MindLab_Starter_Project\run_all.ps1.before_MyInvocationFix_20251130_110232","run_all.ps1.before_myinvocationfix_20251130_110232","run_all.ps1"
"run_all.ps1.before_Statement_fix_20251130_105302","run_all.ps1","C:\Projects\MindLab_Starter_Project\run_all.ps1.before_Statement_fix_20251130_105302","run_all.ps1.before_statement_fix_20251130_105302","run_all.ps1"
"run_all.ps1.ps1","run_all.ps1","C:\Projects\MindLab_Starter_Project\run_all.ps1.ps1","run_all.ps1.ps1","run_all.ps1"
"run_backend.ps1","run_backend","C:\Projects\MindLab_Starter_Project\run_backend.ps1","run_backend.ps1","run_backend"
"run_backend.ps1.ps1","run_backend.ps1","C:\Projects\MindLab_Starter_Project\run_backend.ps1.ps1","run_backend.ps1.ps1","run_backend.ps1"
"run_backend_api_error_tests.ps1","run_backend_api_error_tests","C:\Projects\MindLab_Starter_Project\run_backend_api_error_tests.ps1","run_backend_api_error_tests.ps1","run_backend_api_error_tests"
"run_backend_api_smoke.ps1","run_backend_api_smoke","C:\Projects\MindLab_Starter_Project\run_backend_api_smoke.ps1","run_backend_api_smoke.ps1","run_backend_api_smoke"
"run_backend_dev.ps1","run_backend_dev","C:\Projects\MindLab_Starter_Project\run_backend_dev.ps1","run_backend_dev.ps1","run_backend_dev"
"run_backend_prod.ps1","run_backend_prod","C:\Projects\MindLab_Starter_Project\run_backend_prod.ps1","run_backend_prod.ps1","run_backend_prod"
"run_backend_puzzles_contract.ps1","run_backend_puzzles_contract","C:\Projects\MindLab_Starter_Project\run_backend_puzzles_contract.ps1","run_backend_puzzles_contract.ps1","run_backend_puzzles_contract"
"RUN_BACKEND_SANITY.ps1","RUN_BACKEND_SANITY","C:\Projects\MindLab_Starter_Project\RUN_BACKEND_SANITY.ps1","run_backend_sanity.ps1","run_backend_sanity"
"run_daily_check.ps1","run_daily_check","C:\Projects\MindLab_Starter_Project\run_daily_check.ps1","run_daily_check.ps1","run_daily_check"
"run_daily_env_check.ps1","run_daily_env_check","C:\Projects\MindLab_Starter_Project\run_daily_env_check.ps1","run_daily_env_check.ps1","run_daily_env_check"
"run_daily_flow_tests.ps1","run_daily_flow_tests","C:\Projects\MindLab_Starter_Project\run_daily_flow_tests.ps1","run_daily_flow_tests.ps1","run_daily_flow_tests"
"run_daily_phase.ps1","run_daily_phase","C:\Projects\MindLab_Starter_Project\run_daily_phase.ps1","run_daily_phase.ps1","run_daily_phase"
"run_daily_result_tests.ps1","run_daily_result_tests","C:\Projects\MindLab_Starter_Project\run_daily_result_tests.ps1","run_daily_result_tests.ps1","run_daily_result_tests"
"run_daily_result_ui_test.ps1","run_daily_result_ui_test","C:\Projects\MindLab_Starter_Project\run_daily_result_ui_test.ps1","run_daily_result_ui_test.ps1","run_daily_result_ui_test"
"run_daily_routine.ps1","run_daily_routine","C:\Projects\MindLab_Starter_Project\run_daily_routine.ps1","run_daily_routine.ps1","run_daily_routine"
"run_daily_rtf_summary.ps1","run_daily_rtf_summary","C:\Projects\MindLab_Starter_Project\run_daily_rtf_summary.ps1","run_daily_rtf_summary.ps1","run_daily_rtf_summary"
"run_daily_sanity_daily.ps1","run_daily_sanity_daily","C:\Projects\MindLab_Starter_Project\run_daily_sanity_daily.ps1","run_daily_sanity_daily.ps1","run_daily_sanity_daily"
"run_daily_solve_ui_test.ps1","run_daily_solve_ui_test","C:\Projects\MindLab_Starter_Project\run_daily_solve_ui_test.ps1","run_daily_solve_ui_test.ps1","run_daily_solve_ui_test"
"run_daily_start.ps1","run_daily_start","C:\Projects\MindLab_Starter_Project\run_daily_start.ps1","run_daily_start.ps1","run_daily_start"
"run_daily_ui_demo.ps1","run_daily_ui_demo","C:\Projects\MindLab_Starter_Project\run_daily_ui_demo.ps1","run_daily_ui_demo.ps1","run_daily_ui_demo"
"run_daily_ui_optional_test.ps1","run_daily_ui_optional_test","C:\Projects\MindLab_Starter_Project\run_daily_ui_optional_test.ps1","run_daily_ui_optional_test.ps1","run_daily_ui_optional_test"
"run_daily_ui_test.ps1","run_daily_ui_test","C:\Projects\MindLab_Starter_Project\run_daily_ui_test.ps1","run_daily_ui_test.ps1","run_daily_ui_test"
"run_daily_ui_tests.ps1","run_daily_ui_tests","C:\Projects\MindLab_Starter_Project\run_daily_ui_tests.ps1","run_daily_ui_tests.ps1","run_daily_ui_tests"
"run_daily_with_error_log.ps1","run_daily_with_error_log","C:\Projects\MindLab_Starter_Project\run_daily_with_error_log.ps1","run_daily_with_error_log.ps1","run_daily_with_error_log"
"run_dev_env_plus_debug.ps1","run_dev_env_plus_debug","C:\Projects\MindLab_Starter_Project\run_dev_env_plus_debug.ps1","run_dev_env_plus_debug.ps1","run_dev_env_plus_debug"
"run_duplicate_scan.ps1","run_duplicate_scan","C:\Projects\MindLab_Starter_Project\run_duplicate_scan.ps1","run_duplicate_scan.ps1","run_duplicate_scan"
"run_duplicate_scan.ps1.BROKEN_20251227_2037","run_duplicate_scan.ps1","C:\Projects\MindLab_Starter_Project\run_duplicate_scan.ps1.BROKEN_20251227_2037","run_duplicate_scan.ps1.broken_20251227_2037","run_duplicate_scan.ps1"
"run_duplicate_scan.ps1.BROKEN_20251227_2048","run_duplicate_scan.ps1","C:\Projects\MindLab_Starter_Project\run_duplicate_scan.ps1.BROKEN_20251227_2048","run_duplicate_scan.ps1.broken_20251227_2048","run_duplicate_scan.ps1"
"run_duplicate_scan.ps1.BROKEN_20251227_2052","run_duplicate_scan.ps1","C:\Projects\MindLab_Starter_Project\run_duplicate_scan.ps1.BROKEN_20251227_2052","run_duplicate_scan.ps1.broken_20251227_2052","run_duplicate_scan.ps1"
"run_duplicate_scan.ps1.BROKEN_20251227_2055","run_duplicate_scan.ps1","C:\Projects\MindLab_Starter_Project\run_duplicate_scan.ps1.BROKEN_20251227_2055","run_duplicate_scan.ps1.broken_20251227_2055","run_duplicate_scan.ps1"
"run_duplicate_scan.ps1.BROKEN_20251227_2058","run_duplicate_scan.ps1","C:\Projects\MindLab_Starter_Project\run_duplicate_scan.ps1.BROKEN_20251227_2058","run_duplicate_scan.ps1.broken_20251227_2058","run_duplicate_scan.ps1"
"run_everything_sanity.ps1","run_everything_sanity","C:\Projects\MindLab_Starter_Project\run_everything_sanity.ps1","run_everything_sanity.ps1","run_everything_sanity"
"run_fix_daily_api_imports.ps1","run_fix_daily_api_imports","C:\Projects\MindLab_Starter_Project\run_fix_daily_api_imports.ps1","run_fix_daily_api_imports.ps1","run_fix_daily_api_imports"
"run_frontend.ps1","run_frontend","C:\Projects\MindLab_Starter_Project\run_frontend.ps1","run_frontend.ps1","run_frontend"
"run_frontend.ps1.ps1","run_frontend.ps1","C:\Projects\MindLab_Starter_Project\run_frontend.ps1.ps1","run_frontend.ps1.ps1","run_frontend.ps1"
"run_frontend_assets_debug.ps1","run_frontend_assets_debug","C:\Projects\MindLab_Starter_Project\run_frontend_assets_debug.ps1","run_frontend_assets_debug.ps1","run_frontend_assets_debug"
"run_frontend_build_sanity.ps1","run_frontend_build_sanity","C:\Projects\MindLab_Starter_Project\run_frontend_build_sanity.ps1","run_frontend_build_sanity.ps1","run_frontend_build_sanity"
"run_frontend_debug.ps1","run_frontend_debug","C:\Projects\MindLab_Starter_Project\run_frontend_debug.ps1","run_frontend_debug.ps1","run_frontend_debug"
"run_frontend_dev_app.ps1","run_frontend_dev_app","C:\Projects\MindLab_Starter_Project\run_frontend_dev_app.ps1","run_frontend_dev_app.ps1","run_frontend_dev_app"
"run_frontend_dev_daily.ps1","run_frontend_dev_daily","C:\Projects\MindLab_Starter_Project\run_frontend_dev_daily.ps1","run_frontend_dev_daily.ps1","run_frontend_dev_daily"
"run_frontend_ui_smoke.ps1","run_frontend_ui_smoke","C:\Projects\MindLab_Starter_Project\run_frontend_ui_smoke.ps1","run_frontend_ui_smoke.ps1","run_frontend_ui_smoke"
"run_fullcheck_backup.ps1","run_fullcheck_backup","C:\Projects\MindLab_Starter_Project\run_fullcheck_backup.ps1","run_fullcheck_backup.ps1","run_fullcheck_backup"
"RUN_FULLSTACK_SANITY.ps1","RUN_FULLSTACK_SANITY","C:\Projects\MindLab_Starter_Project\RUN_FULLSTACK_SANITY.ps1","run_fullstack_sanity.ps1","run_fullstack_sanity"
"RUN_FULLSTACK_SANITY.ps1.bak_20260104_114124","RUN_FULLSTACK_SANITY.ps1","C:\Projects\MindLab_Starter_Project\RUN_FULLSTACK_SANITY.ps1.bak_20260104_114124","run_fullstack_sanity.ps1.bak_20260104_114124","run_fullstack_sanity.ps1"
"RUN_FULLSTACK_SANITY.ps1.bak_20260104_114949","RUN_FULLSTACK_SANITY.ps1","C:\Projects\MindLab_Starter_Project\RUN_FULLSTACK_SANITY.ps1.bak_20260104_114949","run_fullstack_sanity.ps1.bak_20260104_114949","run_fullstack_sanity.ps1"
"run_full_day_stack.ps1","run_full_day_stack","C:\Projects\MindLab_Starter_Project\run_full_day_stack.ps1","run_full_day_stack.ps1","run_full_day_stack"
"run_game_suite.ps1","run_game_suite","C:\Projects\MindLab_Starter_Project\run_game_suite.ps1","run_game_suite.ps1","run_game_suite"
"run_invariants_check.ps1","run_invariants_check","C:\Projects\MindLab_Starter_Project\run_invariants_check.ps1","run_invariants_check.ps1","run_invariants_check"
"run_mindlab_daily_routine.ps1","run_mindlab_daily_routine","C:\Projects\MindLab_Starter_Project\run_mindlab_daily_routine.ps1","run_mindlab_daily_routine.ps1","run_mindlab_daily_routine"
"run_mindlab_daily_routine.ps1.before_safe_rewrite_20251130_114326","run_mindlab_daily_routine.ps1","C:\Projects\MindLab_Starter_Project\run_mindlab_daily_routine.ps1.before_safe_rewrite_20251130_114326","run_mindlab_daily_routine.ps1.before_safe_rewrite_20251130_114326","run_mindlab_daily_routine.ps1"
"run_mindlab_daily_routine.ps1.before_v2_20251130_120420","run_mindlab_daily_routine.ps1","C:\Projects\MindLab_Starter_Project\run_mindlab_daily_routine.ps1.before_v2_20251130_120420","run_mindlab_daily_routine.ps1.before_v2_20251130_120420","run_mindlab_daily_routine.ps1"
"run_mindlab_daily_stack.ps1","run_mindlab_daily_stack","C:\Projects\MindLab_Starter_Project\run_mindlab_daily_stack.ps1","run_mindlab_daily_stack.ps1","run_mindlab_daily_stack"
"run_morning_frontend_sanity.ps1","run_morning_frontend_sanity","C:\Projects\MindLab_Starter_Project\run_morning_frontend_sanity.ps1","run_morning_frontend_sanity.ps1","run_morning_frontend_sanity"
"run_next_steps_suite.ps1","run_next_steps_suite","C:\Projects\MindLab_Starter_Project\run_next_steps_suite.ps1","run_next_steps_suite.ps1","run_next_steps_suite"
"run_phase1.ps1","run_phase1","C:\Projects\MindLab_Starter_Project\run_phase1.ps1","run_phase1.ps1","run_phase1"
"run_phase10_setup.ps1","run_phase10_setup","C:\Projects\MindLab_Starter_Project\run_phase10_setup.ps1","run_phase10_setup.ps1","run_phase10_setup"
"run_phase11_setup.ps1","run_phase11_setup","C:\Projects\MindLab_Starter_Project\run_phase11_setup.ps1","run_phase11_setup.ps1","run_phase11_setup"
"run_phase12_fix_daily_routes.ps1","run_phase12_fix_daily_routes","C:\Projects\MindLab_Starter_Project\run_phase12_fix_daily_routes.ps1","run_phase12_fix_daily_routes.ps1","run_phase12_fix_daily_routes"
"run_phase12_js_backend.ps1","run_phase12_js_backend","C:\Projects\MindLab_Starter_Project\run_phase12_js_backend.ps1","run_phase12_js_backend.ps1","run_phase12_js_backend"
"run_phase12_setup.ps1","run_phase12_setup","C:\Projects\MindLab_Starter_Project\run_phase12_setup.ps1","run_phase12_setup.ps1","run_phase12_setup"
"run_phase12_wire_router.ps1","run_phase12_wire_router","C:\Projects\MindLab_Starter_Project\run_phase12_wire_router.ps1","run_phase12_wire_router.ps1","run_phase12_wire_router"
